Phrase,Frequency
لهم عذابا,7
ربك من,7
الله عزيز حكيم,7
لكم إن كنتم تعلمون,7
ليس لك,7
جزاء بما,7
وهم يعلمون,7
ولكن كانوا أنفسهم,7
كانوا أنفسهم,7
تعبدون من,7
كانوا أنفسهم يظلمون,7
ولكن كانوا أنفسهم يظلمون,7
وهو مؤمن,7
لولا أن,7
بعذاب أليم,7
كلوا من,7
يريد أن,7
لكم رسول,7
إلى ربهم,7
والله بما تعملون خبير,7
الله إني,7
ثم إن,7
هي أحسن,7
الله رب العالمين,7
أن الله يعلم,7
من قوم,7
قال رب إني,7
قالوا بلى,7
وهو السميع,7
هو الله,7
والذين من,7
متى هذا,7
في العذاب,7
من سلطان,7
قال إنما,7
ويقولون متى هذا,7
ثم إلى,6
من الذين أوتوا,6
من الذين أوتوا الكتاب,6
والله لا يحب,6
فمن شاء,6
تجري من تحتها الأنهار خالدين فيها أبدا,6
الدنيا حسنة,6
على صراط مستقيم,6
ملك السماوات والأرض وما,6
على صراط,6
فلما جاء,6
لهم إن,6
وإذا تتلى عليهم آياتنا بينات,6
إلا البلاغ,6
والله يعلم ما,6
إلا نذير,6
مصدقا لما بين يديه,6
آمنوا لا تتخذوا,6
الناس إن,6
رسول من,6
وهم بالآخرة,6
خلق الإنسان,6
لما بين يديه,6
بالله ورسله,6
والله ذو الفضل العظيم,6
ذلك فأولئك,6
ذو الفضل العظيم,6
والله ذو الفضل,6
وهم في,6
الله عليما حكيما,6
وإلى الله ترجع الأمور,6
ترجع الأمور,6
وإلى الله ترجع,6
بما قدمت أيديهم,6
الله ترجع الأمور,6
العذاب الأليم,6
ولولا كلمة,6
لآية لقوم,6
ذلك لآية لقوم,6
في ذلك لآية لقوم,6
الملأ الذين,6
نعمة الله,6
قدمت أيديهم,6
من تحتها الأنهار خالدين فيها أبدا,6
الفضل العظيم,6
ذو الفضل,6
تتلى عليهم آياتنا بينات,6
الله ترجع,6
ذلك فأولئك هم,6
وأطيعوا الرسول,6
من أنباء,6
عليهم آياتنا بينات,6
الله يهدي,6
إنه لا يحب,6
لا يستطيعون,6
للظالمين من,6
فأما من,6
أيها الذين آمنوا لا تتخذوا,6
له في,6
آياتنا بينات,6
إنه عليم بذات الصدور,6
ولو كانوا,6
يا أيها الذين آمنوا لا تتخذوا,6
هم الفاسقون,6
فهل أنتم,6
إن في ذلك لآية لقوم,6
قالوا ما,6
على القوم,6
وكان الله عليما حكيما,6
والله بصير,6
إنه عليم بذات,6
الذين آمنوا لا تتخذوا,6
منها وما,6
يا أبانا,6
إنا كذلك,6
إليه من,6
أحد من,6
الحق من ربك,6
وما يشعرون,6
على نفسه,6
قبلهم قوم نوح,6
بأموالهم وأنفسهم,6
على بينة,6
قال يا قوم اعبدوا الله ما,6
إلى ربكم,6
قال يا قوم اعبدوا الله,6
على بينة من,6
من الله ما,6
الذي كنتم,6
الذين إذا,6
من يشاء ويهدي,6
يشاء ويهدي,6
أم لم,6
يبسط الرزق لمن يشاء ويقدر,6
عليه إن,6
في اليم,6
تعبدوا إلا,6
من ذلك,6
ربك وما,6
منهم أن,6
من يقول,6
إلا في كتاب,6
كذلك نجزي المحسنين,6
على النار,6
وليا ولا نصيرا,6
ولا نصيرا,6
لله ما في السماوات وما في الأرض,6
قال يا قوم اعبدوا الله ما لكم من إله غيره,6
أنه لا,6
قال يا قوم اعبدوا الله ما لكم من إله,6
إلا من بعد,6
وليا ولا,6
وما كان من,6
من القرون,6
وإسحاق ويعقوب,6
الله سميع عليم,6
إن الله سميع,6
بما لم,6
أن تأتيهم,6
كلا بل,6
وما كان الله,6
قال يا قوم اعبدوا الله ما لكم,6
مثقال ذرة,6
من النساء,6
من مكان,6
ألا إنهم,6
قال يا قوم اعبدوا الله ما لكم من,6
بشر مثلكم,6
قرآنا عربيا,6
هو الفوز العظيم,6
وهو السميع العليم,6
تكونوا كالذين,6
المؤمنين والمؤمنات,6
التوراة والإنجيل,6
سألتهم من,6
نفس بما,6
إليك وما,6
أموالهم ولا,6
ما هذا,6
رزقناهم ينفقون,6
ومما رزقناهم ينفقون,6
ما عملوا,6
كان عليما,6
قبلك من,6
من دونه أولياء,6
كنا ظالمين,6
يوم يبعثون,6
الذي أرسل,6
حتى حين,6
ومما رزقناهم,6
على رسوله,6
إن يشأ,6
الذين في قلوبهم,6
لمن يشاء ويقدر,6
من لدنك,6
كل من,6
يشاء ويقدر,6
ربنا إنك,6
ولا تتبعوا,6
الكتاب لا,6
من نار,6
قالوا بل,6
الرزق لمن يشاء ويقدر,6
الشيطان إنه,6
دونه أولياء,6
الواحد القهار,6
بين أيديهم وما,6
لغفور رحيم,6
كفروا بآيات,6
لفي شك,6
إنما أنت,6
وأولئك هم المفلحون,6
ما بين أيديهم,6
هم ينظرون,6
وصدوا عن,6
ولئن سألتهم من,6
وأوحينا إلى,6
أيديهم وما,6
وما خلفهم,6
أيديهم وما خلفهم,6
وحاق بهم,6
بهم ما كانوا به يستهزئون,6
بين أيديهم وما خلفهم,6
ما بين أيديهم وما خلفهم,6
وحاق بهم ما كانوا به يستهزئون,6
أو ما,6
قال يا قوم اعبدوا,6
وحاق بهم ما كانوا به,6
ما بين أيديهم وما,6
وحاق بهم ما,6
بهم ما,6
بهم ما كانوا,6
وحاق بهم ما كانوا,6
بهم ما كانوا به,6
لله ما في السماوات وما في,6
لله ما في السماوات وما,6
بأنهم قوم لا,6
والله أعلم بما,6
عن نفسه,6
بأنهم قوم,6
قالوا هذا,6
الذين اتخذوا,6
إن المتقين,6
المتقين في,6
بينهم يوم القيامة,6
من رب العالمين,6
يوم القيامة فيما,6
كانوا فيه يختلفون,6
إن المتقين في,6
من الشيطان,6
ومن يضلل الله فما له,6
موسى أن,6
ولله ما في,6
ولله ما في السماوات,6
منهم من,6
ولله ما,6
خير أم,6
كنتم في,6
ويغفر لكم,6
واتقوا الله واعلموا,6
لهم جنات تجري,6
واسع عليم,6
ولله ما في السماوات وما في الأرض,6
ولله ما في السماوات وما في,6
ولله ما في السماوات وما,6
القيامة فيما,6
بينهم يوم,6
خلقنا الإنسان,6
ثم يعيده,6
يكون لي,6
عليكم جناح,6
فيها ولا,6
ومن يضلل الله فما له من,6
الخلق ثم يعيده,6
حرم الله,6
وفي الآخرة,6
الله من ولي ولا,6
لا يملكون,6
فقد ضل,6
سواء السبيل,6
يضلل الله فما له من,6
فمن أظلم,6
أنزل إليك من ربك,6
منهم ما,6
أنزل إليك من,6
فأما الذين آمنوا,6
جنات وعيون,6
من لدنا,6
فيها ما,6
وما أرسلنا من,6
رسول إلا,6
فمن أظلم ممن,6
ما أنتم,6
من رسول إلا,6
ولم يكن,6
أصحاب الجحيم,6
بآيات ربهم,6
ولولا فضل الله,6
ولولا فضل,6
من نشاء,6
الذين يدعون,6
بالتي هي,6
لعلكم تذكرون,6
رسول أمين,6
إني لكم رسول,6
ملة إبراهيم,6
إني لكم رسول أمين,6
ولو كان,6
قال له,6
لكم رسول أمين,6
غير الله,6
بالتي هي أحسن,6
موسى وهارون,6
ولعلكم تشكرون,6
كثيرا منهم,6
يا ويلنا,6
جزاء بما كانوا,6
سلام عليكم,6
قالوا يا موسى,6
لعلكم تتقون,6
لكم الأرض,6
وكان الله على,6
الله فلا,6
في المدينة,6
جعل لكم الأرض,6
حدود الله,6
طائفة منهم,6
والله بكل شيء عليم,6
يؤمنون به,6
جميعا ثم,6
به ومن,6
بالله شهيدا,6
من يؤمن,6
أولياء من,6
بل أكثرهم لا يعلمون,6
والذين لا,6
أنتم إلا,6
إن الله لا يهدي القوم,6
يضلل الله فما له,6
قالوا إن الله,6
ومن يضلل الله فما,6
فإن كان,6
شاء الله ما,6
يسألونك عن,6
في النهار,6
يضلل الله فما,6
في الفلك,6
والله بكل شيء,6
والله بكل,6
ووهبنا له,6
على آثارهم,6
في الليل,6
وتوكل على,6
إبراهيم وإسماعيل,6
قال إبراهيم,6
ومن كفر,6
الله من ولي,6
من الجن والإنس,6
وأطيعوا الله,6
أنى يكون,6
من الظالمين,6
عاقبة الذين من,6
والله واسع عليم,6
يسيروا في الأرض فينظروا,6
إذ قال لقومه,6
والله واسع,6
ما خلق,6
آمن بالله,6
لولا أنزل عليه,6
الأرض فينظروا,6
ثم استوى على العرش,6
رحمة من ربك,6
فينظروا كيف,6
في الأرض فينظروا,6
أنزل عليه,6
فينظروا كيف كان,6
الأرض فينظروا كيف,6
في الأرض فينظروا كيف,6
موسى بآياتنا,6
في قلوب,6
كل الثمرات,6
في هذا,6
الأرض فينظروا كيف كان عاقبة,6
إن أنتم إلا,6
فينظروا كيف كان عاقبة الذين,6
في الأرض فينظروا كيف كان عاقبة,6
يسيروا في الأرض فينظروا كيف كان,6
كيف كان عاقبة الذين من,6
الله قد,6
في الأرض فينظروا كيف كان,6
قال لقومه,6
فينظروا كيف كان عاقبة,6
الأرض فينظروا كيف كان,6
كان عاقبة الذين من,6
يسيروا في الأرض فينظروا كيف,6
وهو أعلم,6
لنا ربك,6
فأولئك هم الظالمون,6
عليه من أجر إن,6
استوى على العرش,6
الله أولئك,6
عليكم عذاب يوم,6
في قلوبكم,6
يخلق ما يشاء,6
أخاف عليكم عذاب,6
من آيات,6
آية من,6
إلا كانوا,6
أن تكون,6
يخلق ما,6
الرحمن الرحيم,6
الله بغافل عما,6
وما الله بغافل عما,6
من المسلمين,6
وما الله بغافل,6
الله بغافل,6
إن شاء الله,6
وإذ قلنا,6
حبطت أعمالهم,6
أن أكون,6
إني أخاف عليكم,6
يدعون إلى,6
رب السماوات والأرض وما,6
رب السماوات والأرض وما بينهما,6
ثم استوى على,6
من قبلهم من,6
هذا صراط,6
ربي وربكم,6
إلا ما شاء,6
إن الله عزيز,6
عليكم عذاب,6
الله عليكم ورحمته,6
فضل الله عليكم ورحمته,6
وقل رب,6
فضل الله عليكم,6
عليكم ورحمته,6
هل من,6
العزيز العليم,6
استوى على,6
ما كنت,6
أرسلنا نوحا,6
بريء مما,6
بيني وبينكم,6
التواب الرحيم,6
ينفقون أموالهم,6
والذين كفروا وكذبوا,6
إنه لا يفلح,6
من تراب,6
والذين كفروا وكذبوا بآياتنا,6
أولئك أصحاب النار,6
إنما أنا,6
لكم الليل,6
قال موسى لقومه,6
ما هم,6
ولا تحزن,6
وإذ قال موسى,6
عما يصفون,6
ذلكم الله ربكم,6
سبحانه وتعالى عما,6
سبحانه وتعالى,6
فضل على,6
الناس ولكن,6
وأقيموا الصلاة وآتوا الزكاة,6
قل يا أهل,6
وقال يا,6
وضل عنهم ما كانوا يفترون,6
وأقيموا الصلاة وآتوا,6
قل يا أهل الكتاب,6
الله قرضا حسنا,6
قرضا حسنا,6
الله قرضا,6
عنهم ما كانوا يفترون,6
قل يا أيها,6
يعلم الله,6
من تراب ثم,6
تراب ثم,6
ولا هم ينصرون,6
هم ينصرون,6
ثم لم,6
يا بني إسرائيل,6
قال بل,6
ما رزقناكم,6
والله لا يهدي القوم الظالمين,6
في الأرض فينظروا كيف كان عاقبة الذين,6
وكأين من,6
يسيروا في الأرض فينظروا كيف كان عاقبة,6
بعضكم لبعض,6
يسيروا في الأرض فينظروا كيف كان عاقبة الذين,6
هذا الوعد,6
هذا الوعد إن,6
متى هذا الوعد,6
الوعد إن,6
أولئك في,6
الأرض فينظروا كيف كان عاقبة الذين,6
